n_features	best_param	fold_1_train	fold_1_test	best_param	fold_2_train	fold_2_test	best_param	fold_3_train	fold_3_test	best_param	fold_4_train	fold_4_test	best_param	fold_5_train	fold_5_test	outer_test
1450	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5287388428564899	0.6222222222222222	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.4962851573377889	0.7486443381180222	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6289635854341735	0.4545454545454546	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.49182908251019714	0.7746031746031746	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5777565571683219	0.5151515151515151	0.2222222222222222
1460	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5319756931521638	0.6222222222222222	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.508994708994709	0.7486443381180222	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6289635854341735	0.4545454545454546	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.49182908251019714	0.7746031746031746	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5680926916221034	0.5151515151515151	0.24999999999999997
1470	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5319756931521638	0.5632996632996633	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.508994708994709	0.8047138047138046	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6203968253968253	0.4545454545454546	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.49182908251019714	0.7746031746031746	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5680926916221034	0.5151515151515151	0.24999999999999997
1480	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5319756931521638	0.5632996632996633	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.508994708994709	0.8047138047138046	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6203968253968253	0.4545454545454546	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.49182908251019714	0.7746031746031746	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.548648247177659	0.5151515151515151	0.2222222222222222
1490	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5429380641145347	0.5396825396825397	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.508994708994709	0.8047138047138046	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6203968253968253	0.4545454545454546	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.49182908251019714	0.7746031746031746	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5680926916221034	0.5151515151515151	0.24999999999999997
1500	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5429380641145347	0.5396825396825397	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5279178338001868	0.8047138047138046	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6203968253968253	0.4545454545454546	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5337842079947344	0.7313131313131312	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5680926916221034	0.5151515151515151	0.2222222222222222
1510	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5319756931521638	0.5396825396825397	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5279178338001868	0.8553178847296494	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6107236227824463	0.4545454545454546	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5470849812955076	0.7313131313131312	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5680926916221034	0.5151515151515151	0.2222222222222222
1520	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5319756931521638	0.5396825396825397	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5022738092087937	0.8553178847296494	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6151680672268907	0.4545454545454546	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5470849812955076	0.7313131313131312	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5680926916221034	0.5151515151515151	0.2222222222222222
1530	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5319756931521638	0.5396825396825397	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5152082821432666	0.8047138047138046	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6048412698412698	0.4545454545454546	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5337842079947344	0.7313131313131312	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5680926916221034	0.5151515151515151	0.2222222222222222
1540	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5319756931521638	0.6222222222222222	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5226546759054499	0.7547049441786284	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6134080298786181	0.4545454545454546	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5287516479621743	0.7313131313131312	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.555658829188241	0.5151515151515151	0.2222222222222222
1550	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5319756931521638	0.6222222222222222	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.530802824053598	0.8047138047138046	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6107236227824463	0.4545454545454546	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5287516479621743	0.7313131313131312	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.555658829188241	0.46956521739130436	0.2222222222222222
1560	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5319756931521638	0.6222222222222222	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5099451242485299	0.7547049441786284	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6107236227824463	0.4545454545454546	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5470849812955076	0.7746031746031746	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.589679993209405	0.46956521739130436	0.2222222222222222
1570	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5319756931521638	0.6222222222222222	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.4798768981276721	0.8047138047138046	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6107236227824463	0.4545454545454546	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5470849812955076	0.7746031746031746	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5869068839657076	0.46956521739130436	0.2222222222222222
1580	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5319756931521638	0.6222222222222222	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.4798768981276721	0.8047138047138046	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6107236227824463	0.4545454545454546	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5470849812955076	0.7746031746031746	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5869068839657076	0.5151515151515151	0.2222222222222222
1590	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5319756931521638	0.6222222222222222	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.4834239066746807	0.8047138047138046	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6107236227824463	0.4545454545454546	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5470849812955076	0.7313131313131312	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5827005347593583	0.5151515151515151	0.24999999999999997
1600	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5111851547145665	0.6222222222222222	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.4834239066746807	0.8047138047138046	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6107236227824463	0.4545454545454546	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5470849812955076	0.7313131313131312	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5702355487649606	0.5151515151515151	0.24999999999999997
1610	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5319756931521638	0.6222222222222222	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.4834239066746807	0.8047138047138046	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6107236227824463	0.4545454545454546	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5287516479621743	0.7313131313131312	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5702355487649606	0.5151515151515151	0.24999999999999997
1620	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5319756931521638	0.6222222222222222	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.4834239066746807	0.7547049441786284	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6107236227824463	0.4545454545454546	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5287516479621743	0.7313131313131312	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5702355487649606	0.5151515151515151	0.24999999999999997
1630	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5319756931521638	0.6222222222222222	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.4834239066746807	0.7547049441786284	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6107236227824463	0.4545454545454546	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5184341876447139	0.7313131313131312	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.589679993209405	0.46956521739130436	0.24999999999999997
1640	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5319756931521638	0.6222222222222222	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.4834239066746807	0.7547049441786284	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6107236227824463	0.4126984126984126	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5184341876447139	0.7313131313131312	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5748651783945902	0.46956521739130436	0.24999999999999997
1650	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5319756931521638	0.5396825396825397	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.4834239066746807	0.7547049441786284	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6107236227824463	0.4545454545454546	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5184341876447139	0.7313131313131312	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5600239085533203	0.46956521739130436	0.24999999999999997
1660	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5319756931521638	0.5396825396825397	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.4737600411284621	0.7547049441786284	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6107236227824463	0.4545454545454546	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5184341876447139	0.7313131313131312	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5385253091135445	0.46956521739130436	0.24999999999999997
1670	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5319756931521638	0.5396825396825397	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.4737600411284621	0.7547049441786284	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6107236227824463	0.4545454545454546	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5577644577644578	0.7313131313131312	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5385253091135445	0.46956521739130436	0.24999999999999997
1680	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5319756931521638	0.4873737373737373	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.4737600411284621	0.7547049441786284	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6107236227824463	0.4545454545454546	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5394311244311244	0.7313131313131312	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5604207339501457	0.46956521739130436	0.2745098039215686
1690	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5319756931521638	0.4873737373737373	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.4834239066746807	0.7547049441786284	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6107236227824463	0.4545454545454546	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5443330852154381	0.7313131313131312	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5604207339501457	0.46956521739130436	0.2745098039215686
1700	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5319756931521638	0.4873737373737373	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.4684239066746807	0.7547049441786284	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6107236227824463	0.4545454545454546	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5394311244311244	0.7313131313131312	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5604207339501457	0.46956521739130436	0.2745098039215686
1710	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5319756931521638	0.4873737373737373	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.45876004112846225	0.7000000000000001	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6107236227824463	0.4545454545454546	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5394311244311244	0.7313131313131312	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5604207339501457	0.46956521739130436	0.2745098039215686
1720	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5319756931521638	0.4873737373737373	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.45876004112846225	0.7000000000000001	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6107236227824463	0.4545454545454546	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5394311244311244	0.7313131313131312	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5604207339501457	0.46956521739130436	0.2745098039215686
1730	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5319756931521638	0.4873737373737373	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.45876004112846225	0.7000000000000001	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6107236227824463	0.4545454545454546	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5394311244311244	0.7313131313131312	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5657693178281413	0.46956521739130436	0.2745098039215686
1740	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5319756931521638	0.4873737373737373	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.45876004112846225	0.7000000000000001	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6107236227824463	0.4545454545454546	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5394311244311244	0.7313131313131312	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5748651783945902	0.46956521739130436	0.2745098039215686
1750	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5319756931521638	0.4873737373737373	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.45725906646959286	0.7486443381180222	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6107236227824463	0.4545454545454546	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5394311244311244	0.7313131313131312	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5657693178281413	0.46956521739130436	0.2745098039215686
1760	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5319756931521638	0.4873737373737373	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.45725906646959286	0.7486443381180222	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6107236227824463	0.4126984126984126	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5394311244311244	0.7313131313131312	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.550531222590046	0.46956521739130436	0.2745098039215686
1770	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5319756931521638	0.4873737373737373	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.45725906646959286	0.7486443381180222	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6107236227824463	0.4126984126984126	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5293782143782144	0.7313131313131312	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5657693178281413	0.46956521739130436	0.2745098039215686
1780	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5319756931521638	0.4873737373737373	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.45725906646959286	0.7486443381180222	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5892250233426704	0.4126984126984126	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5293782143782144	0.7313131313131312	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5513248733836968	0.46956521739130436	0.2745098039215686
1790	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5319756931521638	0.4873737373737373	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.45725906646959286	0.7486443381180222	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6107236227824463	0.4126984126984126	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5293782143782144	0.7313131313131312	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5513248733836968	0.46956521739130436	0.29629629629629634
1800	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5229187370363841	0.4873737373737373	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.4589257331362594	0.7486443381180222	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6107236227824463	0.4126984126984126	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5293782143782144	0.7313131313131312	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5513248733836968	0.46956521739130436	0.29629629629629634
1810	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5229187370363841	0.4873737373737373	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.45725906646959286	0.7486443381180222	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6107236227824463	0.4545454545454546	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.4847915340020603	0.7313131313131312	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5513248733836968	0.46956521739130436	0.29629629629629634
1820	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5229187370363841	0.4873737373737373	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.45725906646959286	0.7486443381180222	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6192903828197945	0.4545454545454546	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.4847915340020603	0.7313131313131312	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5513248733836968	0.46956521739130436	0.29629629629629634
1830	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5143519769990358	0.5632996632996633	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.45725906646959286	0.7486443381180222	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6107236227824463	0.4545454545454546	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5183800261199643	0.7313131313131312	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5513248733836968	0.46956521739130436	0.29629629629629634
1840	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5143519769990358	0.5632996632996633	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.4589257331362594	0.7000000000000001	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6219047619047618	0.42424242424242414	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5183800261199643	0.7313131313131312	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5500311235605353	0.46956521739130436	0.29629629629629634
1850	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5107234612652569	0.5632996632996633	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.4536625752415226	0.7486443381180222	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6134080298786181	0.42424242424242414	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5083271160670542	0.7171717171717171	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5500311235605353	0.46956521739130436	0.29629629629629634
1860	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5107234612652569	0.5632996632996633	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.44109440267335004	0.8047138047138046	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6219047619047618	0.42424242424242414	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5083271160670542	0.7171717171717171	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5500311235605353	0.46956521739130436	0.29629629629629634
1870	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5107234612652569	0.5632996632996633	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.44109440267335004	0.8047138047138046	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6048412698412698	0.42424242424242414	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5083271160670542	0.7171717171717171	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5257936507936509	0.46956521739130436	0.29629629629629634
1880	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.4867842832548715	0.5632996632996633	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.45178223336118073	0.7486443381180222	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6048412698412698	0.42424242424242414	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5083271160670542	0.7171717171717171	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5088935574229693	0.44848484848484854	0.29629629629629634
1890	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.4867842832548715	0.5632996632996633	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.45442773600668335	0.7000000000000001	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6048412698412698	0.42424242424242414	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5293240528534647	0.7171717171717171	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5088935574229693	0.44848484848484854	0.29629629629629634
1900	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.48917989417989427	0.5632996632996633	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.4625758841548315	0.6370370370370372	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6048412698412698	0.42424242424242414	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5056059191353309	0.7171717171717171	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5088935574229693	0.44848484848484854	0.29629629629629634
